Sat Feb 23 14:04:22 +0000 2019,Pashiii2425,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:22 +0000 2019,IllapuRam,b'RT @NtvteluguHD:         : @KTRTRS \n\n#NtvTelugu #PawanKalyan #JanaSena #KTR https://t.co/c'
Sat Feb 23 14:04:22 +0000 2019,beingkoti,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:26 +0000 2019,sriniletavadla,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:26 +0000 2019,RuthvikVantaku1,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:30 +0000 2019,PrasanthPspk2,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:37 +0000 2019,ShivaViratian,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:41 +0000 2019,CultFanIkkada,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:46 +0000 2019,Bezawadodni,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:46 +0000 2019,PavanKa00931966,b'Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/kqeq0wFHUN'
Sat Feb 23 14:04:47 +0000 2019,imshyamnsg,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:53 +0000 2019,Itzme_naresh,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:54 +0000 2019,MegaGireesh,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:04:56 +0000 2019,balayyathothu,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:01 +0000 2019,anjaiaharsham,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:05 +0000 2019,avgkvarma,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:10 +0000 2019,urs_jafar2,b'Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/mRYHBAjgIP'
Sat Feb 23 14:05:10 +0000 2019,PawanismKanna,"b'RT @JanaSenaParty: JanaSena Chief @PawanKalyan Kurnool road show \n\nFebruary 24th, 2 PM. \n\nC Camp    , . ht'"
Sat Feb 23 14:05:13 +0000 2019,naveentaddi,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:14 +0000 2019,PawanKa30098789,"b'RT @JanaSenaParty: JanaSena Chief @PawanKalyan Kurnool road show \n\nFebruary 24th, 2 PM. \n\nC Camp    , . ht'"
Sat Feb 23 14:05:21 +0000 2019,sumanth_kaveti,"b'RT @SriVijayaNagesh: ""  \n    \n   \n'"
Sat Feb 23 14:05:25 +0000 2019,Vivek_Janasena,"b'RT @SriVijayaNagesh: ""  \n    \n   \n'"
Sat Feb 23 14:05:29 +0000 2019,VilasRe22794601,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:35 +0000 2019,Nareshkumar_999,b'RT @NtvteluguHD:         : @KTRTRS \n\n#NtvTelugu #PawanKalyan #JanaSena #KTR https://t.co/c'
Sat Feb 23 14:05:38 +0000 2019,imBDamam99,b'RT @NtvteluguHD:         : @KTRTRS \n\n#NtvTelugu #PawanKalyan #JanaSena #KTR https://t.co/c'
Sat Feb 23 14:05:39 +0000 2019,GuruTharak,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:43 +0000 2019,Ravi83645664,b'RT @NTVJustIn:     ..\nhttps://t.co/zioAZvaFRj\n#Pawankalyan #Janasena #Rayalaseema #Kurnool https://t.co/vjn9ka2euH'
Sat Feb 23 14:05:50 +0000 2019,Maheshk45608502,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:05:53 +0000 2019,RajuRajusalla,b'RT @DriverRamudu: Looks like Sakshi made a blunder by planting an article on JS and TDP alliance. It is giving credence to the opinion that'
Sat Feb 23 14:05:56 +0000 2019,JanasenaDinesh,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
Sat Feb 23 14:06:06 +0000 2019,Vinod90110734,"b'RT @JanaSenaParty: JanaSena Chief @PawanKalyan Kurnool road show \n\nFebruary 24th, 2 PM. \n\nC Camp    , . ht'"
Sat Feb 23 14:06:13 +0000 2019,B0KKAARD,b'RT @JanaSenaParty: Special Video - JanaSena Chief @PawanKalyan Quotes Great Personalities...\n\nhttps://t.co/MVJ9yqkOsL'
