Urey..rajanikanr neeku vucha padipotondhi....jagan tho matladataniki
Neeku siggu vundara...dammu lenivedhava....aadanginakodaka
Arey rajanikanth aadangi vedhava...ikkada G musukuni koorchunnavu....ade KA paul interview lo...enduku anta rechipotunnavu?  Viewers see the youtube video with Ka paul...akkada comments disable chesadu....
"maa language gurthu chesaru , bhale undhi . keep it up .all the best jagan"
8 year s back jagan full active gaa unde vadu  .. prajalalo tirigi tirigi baga nirasam aipoyaadu     .. next cm jagan
I love jagan aana next cm
Nice talking  next cm
23:00 about kcr
Jagan anna nee vision ki salaam Anna..
Ukku manishi.. Ap bavisyattu
53:00 Nundi Hathya Yathnam gurinchi Jagan Cheppadu - Shivaji gadu - ee details ki yem samadhanam chepthadu ippudu.
"Honestly, the first time I am stunned I always believed Andhra Jyothi and Eenadu for political analysis; I am lucky to have watched this Interview - YS Jagan is way more intelligent, with good knowledge and clarity - Jagan must become CM of AP."
Sounds Gr8
Laksha kootlu antunnaru CBN e five years lo endhuku prove cheyaledhu  Rey vest my son's me CBN gaadu raitulu Lani roads meedha vesaadu kadhara meeru ganaka raitu biddalite telustundhi ra vedava naa....gaalu la meeru okkasari Guntur mirchi yaard lo raitulu  e situation lo unnaro meekem telustundhi ra kulapichhi naa ................
Nice jagan anna
Super anna will come to ap cm
Nene 5th time e video chudam
Love u jagan anna
Emito anukuntam gani Leaders ante vurike ayiporu.... Matter vundi akkada.. He has knowledge in all aspects
super  sar
Sir please call me.7981928912
Super Anna Meru next Andhra Pradesh CM 100% I am Telangana person super totally Jagan fans
", 43?4; ;8"
What an excellent matured speech. No Doubt out Next CM for 20 years. Jagan anna ✊
Ravali  jagan Anna cm  kavali jagan anna
Mr.jagan i will see how much you will develop andhra.All the words spoken by you in  interview shows that you are unfit for CM.
"Clarity , vision, patience, talent , administration, clear speaking, goals... You are fit for CM post  Jagan.... Hope I will see you in future CM , better society , better change..."
Super jagan garu
Miku dorikite comment chyandi bro
Any body ah book akkadakaina chptara miku dorikinda akkadaina
Press meet nachindhi... Bagaymatladaru
"Correct ga matladaru jagan always interview truth matladaru ,salute"
"Anni cheyadam kastam, papam Friday court ki vellali kada malli jail ki vellali.
Jail lo vesikodaniki nicker kuttinchukovalu..

Satyameva jayate"
Jagan is a dynamic and honest politician.His analysis is extraordinary.He is hard worker and intelligent
First question .. Kottagaa telusukunna vishayalu enti  ... no proper answer :-)
35:55 about sakshi
JAGAN RAVALI JAGAN ANNA CM KAVALI
Super anna
Veedi ki oscar ivvali
Last time TDP  kivote vasi esari YSRCP ki vote vadam anukunolu like vasukondi
"Jagan Anna ki die hard fans... like kottandi...Excellent interview Anna...
Hats off anna..
Puli la matladaru anna...
Next CM mere Anna..
Waiting to see u as our leader.."
navvu swami
paper ivvandi chusi baga fast ga chepthaduu
paper ivvandi chusi baga fast ga chepthadu
You.leader.supper
I love jagan anna
very good intrue chasaru sir
Nenu vere party janda kappukovadam jarigite adi naa savaaniki
Jagan anna odinaa gelichina nee vente
Puli ra babu intha baga matladthunadu
Jagan (ap Tiger ) is next cm of ap
Jai jagananna
"Wow..Am seeing YS in you..very matured talk, never seen CBN faced or answered to a question without jumping off."
Super future cm
"Best dialogue "" Jagan ane vekthi Telangana samsyla meedhi spandhincha ledhu kabatti akkada poti cheyya ledhu /\ """
steel man of andhra...
I COULDN'T STOP LAUGHING  ON HIS OPINION ABOUT CHANDRI..... JAGAN IS SUCH A WISE MAN AT THE VERY YOUNG AGE.....
hey maa uri lone....interview: sompeta
Puliveandula puli ra mana jaganananna next cm in ap mana jaganananna
"Next c.m y s Jagan confirm......
Don't ask again...."
Super speech sr
way
Prajala nayakudu
Super sir
Ravali jagan kavali jagan
"one of the best interviews in the recent times. 
credit to Jagan garu and Rajnikanth Garu."
The best interview for his life
excellent.
Anna  ...ni gurunchi  etha cheppina  thakkuve...love u  brothar...
Super sr
I was proud for a Jagan Anna Fan
Cm
"so Jagan, Regional party lo... leader is core component for selection.. are you suitable leader with lakhs of crores you collected while your father was cm....how do u think of your party.
I don't support CBN. but you are core corrupt person.. your mafia sold property to me which I am fighting in court even today. It is ruined my life. LIKE ME there are many AT HYD. 
But unfortunately, people at large in our country are corrupt to take money for voting.. obviously that may be coming from depression that all are more or less the same kind of politicians"
Balahenudu Ni balavantudu kodate...a balavantudini kottevade leader...aa leader  Jagan
ysrcp and owaisi will make hindus minors in andhra....wake up andhra prajalara
YSR built YSRCP on chrstian vote bank by converting hindus to christians....my village has more churches than temples... wake up hindhu peope before you become minority
Super anna jai jagananna
"puli puli puli raaaaaaaaaa puli.......... god and we bless you. keep on your word...annaaa,,,"
Telangana leaders ku AP lo emi pani.YSR nu tittina TRS nu support cheyadam dhaarunam. YSR aathma shaminchadhu
TRS tho potthu pettukoni vaalla support tho CM kaavalani choosthunnadu.entha darunam AP paristhithi
Anduke AP lo power loki raavadaniki Andhra nu Telangana ku thaakattu pettinaadu
