"#ysrcp#"
"""#NeelimaChow85: RT @Vincy7M_: #WalkWithJagananna\n\n\xed??\xed?\u008a Bangalore! Are you listening? Call for YSRCP soldiers in the Silicon Valley of India. Let's take part i..."""
""
"""#BinamiBabu: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Bharatt19: @Chitriyala Hmmm done story Bro he is part of tdp anthey so intention is to stop Jagan and ysrcp as party and share... https://t.co/8T5gQOUTQS"""
""
"""#BinamiBabu: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#PrabhakarChow15: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#APISSUES: @Veeru23mayee @4ever_JSP Pls don't talk like TDP r ysrcp PPL..just give direct answer"""
""
"""#PrabhakarChow15: RT @TanukuYsrcp: ????? ?????????? ??.???.???.??.?? ??-??????????\n????. #???????? #????? #???????????? ????\n#PrajasankalpaYatra\n#WalkwithJag..."""
""
"""#APISSUES: @Veeru23mayee @4ever_JSP Can I get an answer why pk did not condemn jumping of MLA s from ysrcp to TDP???"""
""
"""#Vincy7M_: RT @teja238: PadhaYatra Jarigina Areas lo 2,3 rojulu thirigi CBN bhajana chesi, Ysrcp ki vachina impact thagginche Prayathnam \n\n@PawanKalya..."""
""
"""#Vincy7M_: RT @srireddyysrcp: Tamilnadu YSRCP is going to conduct \""Walk with Jagan @ 1000kms\"" on 28/01/18 at R.R.Stadium. Contact 9841061686 https://t..."""
""
"""#YSJagan1985: RT @NakkaDorababu: ????????? ?????? ???? ????????????????  1000 ????????????? ????? ???????? ????????? ?? ?????? ????????? #WalkWithJaganAn..."""
""
"""#chanakya259: RT @teja238: PadhaYatra Jarigina Areas lo 2,3 rojulu thirigi CBN bhajana chesi, Ysrcp ki vachina impact thagginche Prayathnam \n\n@PawanKalya..."""
""
"""#Sivareddy1985k: RT @TanukuYsrcp: ????? ?????????? ??.???.???.??.?? ??-??????????\n????. #???????? #????? #???????????? ????\n#PrajasankalpaYatra\n#WalkwithJag..."""
""
"""#YSJaganFan85: RT @TanukuYsrcp: ????? ?????????? ??.???.???.??.?? ??-??????????\n????. #???????? #????? #???????????? ????\n#PrajasankalpaYatra\n#WalkwithJag..."""
""
"""#potnurukalyan7: RT @pepparsalt9: TDP Meeting ???? ???? ???, YSRCP Meeting ???? YSR  ?????? ???. ??? ?????? ??? ????? ????????? ??????? ????????????. ?????..."""
""
"""#JpackJack: @AgentSaffron @_vasireddy TDP is winning no matter what If you are going by Sripada Sunakanandasatry data inputs no... https://t.co/yhrkGZsOpC"""
""
"""#VijayMalineni: @AgentSaffron Y don't u ask ur high command to plunge YSRCP into BJP r vice versa..  then u will get the outcome which will shock u ..."""
""
"""#dnreddy1899: @Vivek_Janasena @RojaSelvamaniRK @ysjagan @YSRCParty @IamKodaliNani @MlaAnil YSRCP ki enni seats vastayo Anni votlu... https://t.co/k3i8h7KBAl"""
""
"""#Paragbhandari1: @vi_vibhavjoshi @di_an Some people are dreaming of BJP's alliance with YSRCP,DMK,NCP,JDS,JVM."""
""
"""#Bharatt19: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#Rgogineni143: @curryputtar @ramprasad_c @AgentSaffron Reddys ki ap lo scene ledhu.reddys ki unna cast pitch evraki ledhu.last tim... https://t.co/lB3I1pXkNi"""
""
"""#sivareddykundur: RT @Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/lV4TUyiAGN"
""
"""#sivareddykundur: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#YSRCP_GUDUR: @JaganSainyam @ysjagan Bro 7 AM not 7PM"""
""
"""#sivareddykundur: RT @Telugu_Politics: #WalkWithJagananna #YSJagan #YSRCP #ysr #YSRForever #YSRKutumbam https://t.co/6i0RSKBPV2"""
""
"""#ALearnerAlways: Chandrababu statements on Bjp\nIndicates Ysrcp and Bjp alliance  ...Is 1+1=2 or 1+1=0 (political theory)???Let's wait and see"""
""
"""#4ever_JSP: RT @pepparsalt9: TDP Meeting ???? ???? ???, YSRCP Meeting ???? YSR  ?????? ???. ??? ?????? ??? ????? ????????? ??????? ????????????. ?????..."""
""
"""#breddyinduri: RT @SakshiPost: #PrajaSankalpaYatra Day 74 Schedule\n\n@YSRCParty | @ysjagan | @YSRCPdmo | #YSRCP\n\nhttps://t.co/8BXl5La3PM"""
""
"""#Vincy7M_: RT @SakshiPost: #PrajaSankalpaYatra Day 74 Schedule\n\n@YSRCParty | @ysjagan | @YSRCPdmo | #YSRCP\n\nhttps://t.co/8BXl5La3PM"""
""
"""#news19tvcom: ????????????? ??????????? ????????-???????????????????? https://t.co/jRcLuG3a0Y via @News 19 TV"""
""
"""#Vincy7M_: RT @Telugu_Politics: #WalkWithJagananna #YSJagan #YSRCP #ysr #YSRForever #YSRKutumbam https://t.co/6i0RSKBPV2"""
""
"""#JayaHoIndia: @AgentSaffron whatever it is it will be either TDP or YSRCP, BJP won't make much headway"""
""
"""#chimpiriyugand: RT @Vincy7M_: #WalkWithJagananna\n\n\xed??\xed?\u008a Bangalore! Are you listening? Call for YSRCP soldiers in the Silicon Valley of India. Let's take part i..."""
""
"""#JayaHoIndia: A Hypothetical situation:\nif in 2019 elections BJP gets  190 seats Congress gets 190 seats, YSRCP gets 12 seats, wh... https://t.co/SsOMP6gJXI"""
""
"""#camoghkumar: RT @PawanKalyan: Both ruling TDP - BJP &amp; opposition YSRCP instead of mud slinging on each other they should come together &amp; find a way to d..."""
""
"""#PowerStar0808: @A_Praveen510 @PawanKalyan And Tg lo YSRCP MLA's jump ainapudu kuda Jagan silent ga unadu...\n\nPolitics elagay worst... https://t.co/wBrkGPtBWI"""
""
"""#SakshiPost: #PrajaSankalpaYatra Day 74 Schedule\n\n@YSRCParty | @ysjagan | @YSRCPdmo | #YSRCP\n\nhttps://t.co/8BXl5La3PM"""
""
"""#YSRCP_GUDUR: ?????? ????????????? ????????? https://t.co/nenY1IB0IR"""
""
"""#PavanKumarspk: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#PavanKumarspk: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""A_Praveen510: @PowerStar0808 @PawanKalyan Pk statements meeda em spandistham anna jail lo pettina parledu antaadu...nijamga chepp... https://t.co/GtJh7tXSzH"""
""
"""#kaminisurendra: RT @Telugu_Politics: #WalkWithJagananna #YSJagan #YSRCP #ysr #YSRForever #YSRKutumbam https://t.co/6i0RSKBPV2"""
""
"""#breddyinduri: RT @Telugu_Politics: #WalkWithJagananna #YSJagan #YSRCP #ysr #YSRForever #YSRKutumbam https://t.co/6i0RSKBPV2"""
""
"""#Telugu_Politics: #WalkWithJagananna #YSJagan #YSRCP #ysr #YSRForever #YSRKutumbam https://t.co/6i0RSKBPV2"""
""
"""#saiswapnaV: RT @imrankhanjourno: #WalkWithJaganAnna by #YSRCP NRI Wing Singapore https://t.co/AZ40pouogj"""
""
"""#mullapudi_siva: @Teja7201 @NTVJustIn @PawanKalyan @JanaSenaParty padayata lo ysrcp nayakudu chanipote pattichukoni jagan ki meeru support . cheeeeee"""
""
"""#newwavesnews: #ysjagan, #Jaganspeech, #Jaganpadayatra, #Ysrcp, #latestnews, #Newwaves https://t.co/3xuWKADxH3"""
""
"""#Jagan_Speaks: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#YSRJaganTrends: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#chinna12771: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#chanakya259: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#rajapss: RT @rajapss: @narendramodi Sir this is the joke of the decade.R you kidding sir?? Can you explain  why u&amp; ur party r very eager to have an..."""
""
"""#rajapss: @narendramodi Sir this is the joke of the decade.R you kidding sir?? Can you explain  why u&amp; ur party r very eager... https://t.co/I17t6Cum2V"""
""
"""#SyedirfanId: YSRCP KARAYAKARTA. https://t.co/hM2jzrFNtI"""
""
"""#NTR_BALAYYA: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#YSRCP_GUDUR: @JananetaJagan @YSRCParty  https://t.co/kYe0OvEbel"""
""
"""#MySelfSankar: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#sunilmanduti: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#sunilreddy177: YSRCP MLA Roja Message To YSRCP Fallowers about YS Jagan Padayatra: https://t.co/06l8p7kdwy via @YouTube"""
""
"""#sunilmanduti: RT @TanukuYsrcp: Ysrcp ??-??????????\n????.#???????? #????? #???????????? ???? ?????????? ??????? ????? ???????, ?????????, ??????????? ????..."""
""
"""#NandiKrushi: I liked a @YouTube video https://t.co/nq3i58P6J0 ?????? ??? YS Jagan Heart Full Words Talking About 2019 Cm Ysrcp"""
""
"""#tsknray: @vetriii @rajkumar65rk21 @abpnewstv @BJP4India @ncbn Yeah YSRCP a party openly supported by church will make allian... https://t.co/94QfeV2pBh"""
""
"""#Name_Is_Munna: RT @PawanKalyan: Both ruling TDP - BJP &amp; opposition YSRCP instead of mud slinging on each other they should come together &amp; find a way to d..."""
""
"""#saiswapnaV: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Krishnapyreddy: RT @imrankhanjourno: #WalkWithJaganAnna by #YSRCP NRI Wing Singapore https://t.co/AZ40pouogj"""
""
"""#Krishnapyreddy: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#Krishnapyreddy: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Krishnapyreddy: RT @Telugu_Politics: #RavaliJagan #KavaliJagan #jaijagan #YSRCP https://t.co/2PWf6eWvVE"""
""
"""#Krishnapyreddy: RT @Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/lV4TUyiAGN"""
""
"""#gajulapallimsr1: RT @YSJaganFan_s: Our Trend Regarding @ysjagan Anna Padayatra Will Starts from 7pm Tomorrow !\nEvery Jagan fan Participate and make it big..."""
""
"""#YSubbaRamiReddy: RT @YSJagan4CM: To mark @YSRCParty chief @ysjagan completing 1,000 kms of his 3,000-km ""Praja Sankalpa Yatra"" (walkathon) in Andhra Pradesh..."""
""
"""#srujantoxic1: @RajkumarPspk Kurnool kadapa ysrcp anantapur tdp chitoor idariki equal...... \xed??\xed?? 2019 kastam.... Pk same Ilane unte 2024 ki janda pathenge\xed??\xed?\u008e"""
""
"""#thisisGBV: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#DoctorYSR: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#srujantoxic1: MA nellore lo Jagan gadi fans video lu petti cm aipotham anukokandi... Ysrcp Kanche Kotalu nellore kurnool kadapa.... https://t.co/ll2QApRIbu"""
""
"""#SCubetv: Dr.K.Chandramouli IAS Exclusive Interview || YSRCP Leader || Telakapalli Talkshow || S CUBE TV: https://t.co/34hdCzYhZb via @YouTube"""
""
"""#hbjain1: @sanjayuvacha New found love between YSRCP and BJP is the cause."""
""
"""#breddyinduri: RT @Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/XovQjMDQqS"""
""
"""#breddyinduri: RT @NakkaDorababu: ????????? ?????? ???? ????????????????  1000 ????????????? ????? ???????? ????????? ?? ?????? ????????? #WalkWithJaganAn..."""
""
"""#RajuRajusalla: RT @rajkarsewak: #BackStabber Chandra Babu threatens to walk out of NDA because BJP MLA y'day questioned CBN integrity in taking YSRCP dese..."""
""
"""#Jagan_Speaks: ?????? ?? ??????????? ???????????? ????? ?????? ???????????????? , ?????? ?? ??????????????? ????????????? ??????... https://t.co/sZanUokmnP"""
""
"""#newwavesnews: ?????? ?????? ?? ????????? ? | YSRCP Demands White Paper On Chandrababu's Foreign Tours |"""
""
"""#Telugu_Politics: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Telugu_Politics: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#Sreeniv28766657: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#Jagan_Speaks: RT @Telugu_Politics: #RavaliJagan #KavaliJagan #jaijagan #YSRCP https://t.co/2PWf6eWvVE"""
""
"""#Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/XovQjMDQqS"""
""
"""#ManviDad: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#breddyinduri: RT @Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/lV4TUyiAGN"""
""
"""#Telugu_Politics: RT @Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/lV4TUyiAGN"""
""
"""#breddyinduri: RT @Telugu_Politics: ?????????????? 1000 ??.?? ?????????? ????????? ?????????, ????? 29? #WalkWithJagananna ???????????? ???????? ????????..."""
""
"""#Telugu_Politics: #WalkWithJagananna #RavaliJagan #KavaliJagan #YSJagan #YSRCP https://t.co/lV4TUyiAGN"""
""
"""#breddyinduri: RT @Telugu_Politics: #RavaliJagan #KavaliJagan #jaijagan #YSRCP https://t.co/2PWf6eWvVE"""
""
"""#Bhanuchowdary15: RT @UrsNekkanti: BJP and TDP Relation is like husband (BJP) cheating wife with an illicit lover (YSRCP). BJP fans are like girl's relatives..."""
""
"""#Telugu_Politics: #RavaliJagan #KavaliJagan #jaijagan #YSRCP https://t.co/2PWf6eWvVE"""
""
"""#breddyinduri: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#breddyinduri: RT @imrankhanjourno: #WalkWithJaganAnna by #YSRCP NRI Wing Singapore https://t.co/AZ40pouogj"""
""
"""#Telugu_Politics: ?????????????? 1000 ??.?? ?????????? ????????? ?????????, ????? 29? #WalkWithJagananna ???????????? ???????? ??????... https://t.co/rM8f1q5FJW"""
""
"""#breddyinduri: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#Nagarjunagoud72: Modi  ys  natti jagan gadiki  ,YSRCP  VYABHICHARA PARTY ki ammudu pothe  thappa  jagan gadi ki  Bail  raadhu  ."""
""
"""#SuryaNagesh10: RT @YSJaganFan_s: ????? ???? ????? ???? ????? ?????? ???? ???????? ??????????? ???????? 1000 ???? ?????????? ????????????? ????????? ?????..."""
""
"""#TDPCrooks: RT @imrankhanjourno: #WalkWithJaganAnna by #YSRCP NRI Wing Singapore https://t.co/AZ40pouogj"""
""
"""#ArundhatiBlogs: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#ArundhatiBlogs: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#Vincy7M_: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#YSJaganNextCM: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#TDPCrooks: RT @RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different countr..."""
""
"""#YSJaganNextCM: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Yamini_Note: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Jagan_Speaks: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#Vincy7M_: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#DushyanthDKR: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#YSJagan4CM: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#TDPCrooks: RT @lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken by YSR..."""
""
"""#lasaniayunus: NRIs in various countries join the 1000 Km celebration of the Praja Sankalpa Yatra, a 3000 km padayatra undertaken... https://t.co/Nbg2HLkT5b"""
""
"""#burgerreddy: RT @NakkaDorababu: ????????? ?????? ???? ????????????????  1000 ????????????? ????? ???????? ????????? ?? ?????? ????????? #WalkWithJaganAn..."""
""
"""#ItsMohanEffect: RT @venks123: Ysrcp will never ever tie up with bjp before the election https://t.co/QLTZvsdnYi"""
""
"""#breddyinduri: RT @Vincy7M_: #WalkWithJagananna\n\n\xed??\xed?\u008a Bangalore! Are you listening? Call for YSRCP soldiers in the Silicon Valley of India. Let's take part i..."""
""
"""#Pawangadi: RT @PawanKalyan: Both ruling TDP - BJP &amp; opposition YSRCP instead of mud slinging on each other they should come together &amp; find a way to d..."""
""
"""#Powerstarfan19: RT @MuneerSyed14: @kathimahesh ????? Pk?? ?????? ?????? ???????? ? ???????? ????????. ???? ?? ????????????? ???? ?? ??????????? ???????????..."""
""
"""#AAMahesh3: RT @NakkaDorababu: ????????? ?????? ???? ????????????????  1000 ????????????? ????? ???????? ????????? ?? ?????? ????????? #WalkWithJaganAn..."""
""
"""#Vincy7M_: #WalkWithJagananna\n\n\xed??\xed?\u008a Bangalore! Are you listening? Call for YSRCP soldiers in the Silicon Valley of India. Let's t... https://t.co/XDkI8xdycq"""
""
"""#harikanthr6: RT @PawanKalyan: YSRCP MPs are doing a commendable job in pursuing AP Spl status at centre https://t.co/2OUWp0fDGA"""
""
"""#chaitanyavalen3: RT @PawanKalyan: YSRCP MPs are doing a commendable job in pursuing AP Spl status at centre https://t.co/2OUWp0fDGA"""
""
"""#kaushikmamidi: @YSRCP_OFFICIAL @ysjagan @ysrcp_australia @YSRCParty https://t.co/OijaYAAZbE"""
""
"""#YSJaganFan_s: ????? ???? ????? ???? ????? ?????? ???? ???????? ??????????? ???????? 1000 ???? ?????????? ????????????? ?????????... https://t.co/onjHoT9JdW"""
""
"""#YSJaganFan_s: Our Trend Regarding @ysjagan Anna Padayatra Will Starts from 7pm Tomorrow !\nEvery Jagan fan Participate and make it... https://t.co/JSOZgPgA8p"""
""
"""#Honeychowdary45: RT @UrsNekkanti: BJP and TDP Relation is like husband (BJP) cheating wife with an illicit lover (YSRCP). BJP fans are like girl's relatives..."""
""
"""#gnanodayam: @_vasireddy YSRCPs best chance to win is when TDP goes alone without any alliance and that is what YSRCP is tying to do. Break the alliance"""
""
"""#thotaNTR: RT @UrsNekkanti: BJP and TDP Relation is like husband (BJP) cheating wife with an illicit lover (YSRCP). BJP fans are like girl's relatives..."""
""
"""#NakkaDorababu: ????????? ?????? ???? ????????????????  1000 ????????????? ????? ???????? ????????? ?? ?????? ?????????... https://t.co/k2D6qTj4sJ"""
""
"""#venks123: Ysrcp will never ever tie up with bjp before the election https://t.co/QLTZvsdnYi"""
""
"""#YSRCP_GUDUR: @Prasnistha ?????? ???? ?? ?????? ????????? ..????? ?????????"""
""
"""#kaminisurendra: RT @SridharAvuthu: ???? YSR &amp; YSRCP ??????? expectations ?? ?????? reach ???????? ? ?????? ???? ?\n????? ??????? ?????? ????? ??? ?????????..."""
""
"""#oneindiatelugu: ? ????????? ??????????, ????, ?????? ?????? ?????: ?????? https://t.co/HBQx99Lpoc #vishnukumarraju #ministerpost #bjp #tdp #ysrcp"""
""
"""#sancorps: Cheppam andi YSRCP botsa dhi cheap liquor ani, ayina kakurthi padi thagadu ila vagadu #BJPCheatedAP https://t.co/CSL1s91lcO"""
""
"""#PVMurty: @PVMurty- It looks YSRCP&amp; BJP tieup in AP is almost complete with YSRCP supplying select audience for swamy's gathe... https://t.co/7buB1kHwhP"""
""
"""#RishikaSadam: Quite interesting to see the support for Jagan from the NRI community. Amidst Jagan's walkathon, NRIs in different... https://t.co/Q6GAiW1uJ5"""
""
"""#YSRCP_GUDUR: @ysjagan https://t.co/1QabrN4pde"""
""
"""#imrankhanjourno: #WalkWithJaganAnna by #YSRCP NRI Wing Singapore https://t.co/AZ40pouogj"""
""
"""#Pcnagendrarao11: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#laxman9999: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#SDH9999s: RT @ThisIsSandeepG: 2019 Elections Possibility :\n\nAP : TDP + JSP v/s YSRCP+BJP\n\nTelangana : TRS+TDP+JSP v/s BJP v/s Congress+YSRCP"""
""
"""#RameshRedd: RT @ThisIsSandeepG: 2019 Elections Possibility :\n\nAP : TDP + JSP v/s YSRCP+BJP\n\nTelangana : TRS+TDP+JSP v/s BJP v/s Congress+YSRCP"""
""
"""#RameshRedd: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#ThisIsSandeepG: 2019 Elections Possibility :\n\nAP : TDP + JSP v/s YSRCP+BJP\n\nTelangana : TRS+TDP+JSP v/s BJP v/s Congress+YSRCP"""
"""#talk_anderson: @polldec I would say Ysrcp and bjp will be unbeatable.. Whatever janasena is gaining is from the Anti incumbency vo... https://t.co/85ohZU6kUY"""
""
"""#rajapss: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#_Y_L_R_: @PawanKalyan kaasta TDP vaallane kakunda YSRCP vaallani kuda kalupukoni vellandi sir vaallaki kuda illu unnai vellocchu."""
""
"""#anil_prongs: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#YSRCP_GUDUR: Amma interview https://t.co/EuPUiWJNE1"""
""
"""#muyanifocus: Chennai YSRCP Cadres Support Rally with Jagan | YS Jagan Praja Sankalpa Yatra | YOYO TV #Tamil Like Us @ fb:... https://t.co/xgf5dfxuyS"""
""
"""#Subbu_Penmatsa: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#adyanews: ???????? ???? ???????, ??????? ????????? ??????? ?????? ??????????????? ????????????? - Adya News https://t.co/gQf2cD5tR1"""
""
"""#spyderprince7: RT @UrsNekkanti: TDP+Janasena Vs BJP+YSRCP in 2019? #AP"""
""
"""#YOYOTV_Tamil: I added a video to a @YouTube playlist https://t.co/cNChWv5Xo2 Chennai YSRCP Cadres Support Rally with Jagan | YS Jagan Praja Sankalpa"""
""
